export interface WebTrendKeyword {
  id: string;
  section: string;
  rank: number;
  keyword: string;
  interest: number;
  change: string;
}

export const webTrendKeywords: WebTrendKeyword[] = [
  { id: '1', section: '여행', rank: 1, keyword: '바이크 여행 갤', interest: 98, change: 'Breakout' },
  { id: '284', section: '맛집', rank: 17, keyword: '서현 맛집', interest: 66, change: '190%' },
  { id: '285', section: '맛집', rank: 18, keyword: '서촌 맛집', interest: 64, change: '170%' },
  { id: '286', section: '맛집', rank: 19, keyword: '이태원 맛집', interest: 62, change: '140%' },
  { id: '287', section: '맛집', rank: 20, keyword: '고창 맛집', interest: 60, change: '140%' },
  { id: '288', section: '맛집', rank: 21, keyword: '서울 숲 맛집', interest: 58, change: '110%' },
  { id: '289', section: '맛집', rank: 22, keyword: '더 현대 맛집', interest: 56, change: '110%' },
  { id: '290', section: '맛집', rank: 23, keyword: '아구찜 맛집', interest: 54, change: '100%' },
  { id: '291', section: '맛집', rank: 24, keyword: '돼지 갈비 맛집', interest: 52, change: '90%' },
  { id: '292', section: '맛집', rank: 25, keyword: '마곡 나루 맛집', interest: 50, change: '80%' },
  { id: '293', section: '맛집', rank: 26, keyword: '대학로 맛집', interest: 48, change: '70%' },
  { id: '294', section: '맛집', rank: 27, keyword: '제천 맛집', interest: 46, change: '70%' },
  { id: '295', section: '맛집', rank: 28, keyword: '평촌 맛집', interest: 44, change: '60%' },
  { id: '296', section: '맛집', rank: 29, keyword: '단양 맛집', interest: 42, change: '60%' },
  { id: '297', section: '맛집', rank: 30, keyword: '유성 맛집', interest: 40, change: '60%' },
  { id: '298', section: '맛집', rank: 31, keyword: '동묘 맛집', interest: 38, change: '50%' },
  { id: '299', section: '맛집', rank: 32, keyword: '춘천 맛집', interest: 36, change: '50%' },
  { id: '300', section: '맛집', rank: 33, keyword: '디너 의 여왕', interest: 34, change: '50%' },
  { id: '301', section: '맛집', rank: 34, keyword: '성신 여대 맛집', interest: 32, change: '40%' },
  { id: '302', section: '맛집', rank: 35, keyword: '프라하 맛집', interest: 30, change: '40%' },
  { id: '303', section: '맛집', rank: 36, keyword: '청라 맛집', interest: 28, change: '40%' },
  { id: '304', section: '맛집', rank: 37, keyword: '성수 맛집', interest: 26, change: '40%' },
  { id: '305', section: '맛집', rank: 38, keyword: '강남역 맛집', interest: 24, change: '30%' },
  { id: '306', section: '맛집', rank: 39, keyword: '동대구역 맛집', interest: 22, change: '30%' },
  { id: '307', section: '맛집', rank: 40, keyword: '반포 맛집', interest: 20, change: '30%' },
  { id: '308', section: '맛집', rank: 41, keyword: '둔산동 맛집', interest: 18, change: '30%' },
  { id: '309', section: '맛집', rank: 42, keyword: '수원역 맛집', interest: 16, change: '30%' },
  { id: '310', section: '맛집', rank: 43, keyword: '서울 대입 구역 맛집', interest: 14, change: '30%' },
  { id: '311', section: '맛집', rank: 44, keyword: '용인 맛집', interest: 12, change: '30%' },
  { id: '312', section: '맛집', rank: 45, keyword: '안양 맛집', interest: 10, change: '30%' },
  { id: '313', section: '맛집', rank: 46, keyword: '여주 맛집', interest: 10, change: '20%' },
  { id: '314', section: '맛집', rank: 47, keyword: '부평 맛집', interest: 10, change: '20%' },
  { id: '315', section: '맛집', rank: 48, keyword: '합정 맛집', interest: 10, change: '20%' },
  { id: '316', section: '맛집', rank: 49, keyword: '파주 맛집', interest: 10, change: '20%' },
  { id: '317', section: '맛집', rank: 50, keyword: '관평동 맛집', interest: 10, change: '20%' },
];
